Instance,N Jobs,N Machines,N Tasks,N Individuals,N Iterations,Mutation Prob.,Xover Prob.,Threshold,Mode,Factor,Xover type,Mutation type,Iteration,Tardiness,Energy,N Generations,Execution Time
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,1,2056,515.6093333333027,96,59.31777548789978
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,2,3510,519.9096666666347,88,55.77315020561218
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,3,2680,515.6093333333027,100,61.521830320358276
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,4,1402,515.6093333333054,89,52.46311163902283
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,5,1806,515.6093333333026,129,79.192214012146
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,6,3172,517.9019999999676,100,63.435378074645996
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,7,3374,517.901999999967,91,57.30545926094055
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,8,3022,515.6093333333017,121,68.84120535850525
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,9,1776,515.6093333333022,114,64.6186158657074
57,10,9,38,200,10,15,100,25,GPMX,INV,0,1,10,2950,515.6093333333022,91,52.76645874977112
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,1,396,797.4363333332951,56,19.823139905929565
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,2,1038,797.4363333332951,52,18.469371557235718
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,3,396,797.4363333332951,53,18.884520292282104
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,4,316,797.4363333332951,68,23.780027866363525
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,5,718,797.4363333332951,54,18.99568486213684
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,6,596,797.4363333332951,58,20.470336198806763
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,7,1038,797.4363333332951,58,20.562412977218628
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,8,718,797.4363333332951,66,23.141459703445435
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,9,316,797.4363333332951,76,26.59374213218689
58,10,9,21,200,10,15,100,25,GPMX,INV,0,1,10,316,797.4363333332951,61,21.419340133666992
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,1,1268,532.8613333333002,92,47.51707148551941
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,2,1194,532.8613333333019,105,52.733044147491455
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,3,1248,532.8613333333002,113,57.53656768798828
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,4,1184,532.8613333333003,100,50.51133704185486
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,5,984,532.8613333333006,108,54.81591463088989
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,6,984,532.8613333333006,108,54.131823778152466
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,7,1538,532.8613333333002,95,47.48283624649048
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,8,1156,532.8613333333019,99,46.628767251968384
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,9,1074,532.8613333333003,103,48.315367698669434
59,10,10,31,200,10,15,100,25,GPMX,INV,0,1,10,1172,532.8613333333003,110,51.58474087715149
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,1,190,483.9489999999951,25,5.260496139526367
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,2,50,483.9489999999951,26,5.522000312805176
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,3,230,483.9489999999951,26,5.650802373886108
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,4,410,483.9489999999951,26,5.518701076507568
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,5,230,483.9489999999951,26,5.540434837341309
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,6,410,483.9489999999951,26,5.489639043807983
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,7,230,483.9489999999951,26,5.473135948181152
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,8,410,483.9489999999951,26,5.600896120071411
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,9,50,483.9489999999951,26,5.6182029247283936
6,3,2,9,200,10,15,100,25,GPMX,INV,0,1,10,190,483.9489999999951,26,5.510297536849976
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,1,806,1152.0396666665813,66,36.84239387512207
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,2,1294,1152.039666666592,58,33.40263271331787
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,3,554,1152.0396666665813,77,42.89959454536438
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,4,806,1152.0396666665813,60,33.5589485168457
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,5,894,1152.0396666665813,71,39.533812046051025
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,6,746,1152.0396666665793,77,43.09259009361267
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,7,534,1152.0396666665813,71,39.66868329048157
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,8,884,1152.0396666665813,63,34.12937831878662
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,9,534,1152.03966666659,81,42.6239378452301
60,10,10,33,200,10,15,100,25,GPMX,INV,0,1,10,1026,1152.0396666665813,61,32.0051167011261
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,1,192,155.15399999999931,27,1.9505317211151123
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,2,192,155.15399999999931,29,2.0749313831329346
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,3,192,155.15399999999931,27,1.9000682830810547
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,4,192,155.15399999999931,26,1.8706538677215576
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,5,192,155.15399999999931,27,1.9250075817108154
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,6,192,155.15399999999931,28,2.0340304374694824
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,7,192,155.15399999999931,28,2.102497100830078
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,8,192,155.15399999999931,28,2.010453224182129
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,9,192,155.15399999999931,26,1.820601224899292
7,2,3,6,200,10,15,100,25,GPMX,INV,0,1,10,192,155.15399999999931,27,1.8755788803100586
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,1,212,198.7209999999987,26,3.7083308696746826
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,2,2,198.7209999999987,29,4.009540319442749
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,3,212,198.7209999999987,28,3.9676711559295654
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,4,212,198.7209999999987,26,3.7207114696502686
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,5,2,198.7209999999987,28,3.784147024154663
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,6,2,198.7209999999987,26,3.5173354148864746
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,7,212,198.7209999999987,27,3.6612026691436768
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,8,212,198.7209999999987,26,3.540792226791382
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,9,2,198.7209999999987,29,3.8622183799743652
8,2,3,8,200,10,15,100,25,GPMX,INV,0,1,10,2,198.7209999999987,26,3.521343946456909
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,1,154,302.308999999997,30,4.809791564941406
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,2,154,302.308999999997,33,5.539021730422974
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,3,154,302.308999999997,32,5.25985312461853
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,4,154,302.308999999997,30,4.799948215484619
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,5,154,302.308999999997,33,5.251530885696411
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,6,154,302.308999999997,32,5.11685585975647
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,7,154,302.308999999997,33,5.25901985168457
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,8,154,302.308999999997,31,5.0149970054626465
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,9,154,302.308999999997,31,5.2166666984558105
9,3,3,9,200,10,15,100,25,GPMX,INV,0,1,10,154,302.308999999997,26,4.190964460372925
